序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
175,301078,孩子王,15.96,6.4,0.96,940716,1468737773.78,9.13,16.18,14.81,14.97,15.0,1.78,7.55,114.73,4.67,20082820812,19893480150,0.0,-0.13,10.83,40.25
176,002225,濮耐股份,6.33,6.39,0.38,652065,402299198.09,9.75,6.45,5.87,5.9,5.95,1.03,7.9,39.03,1.91,6395947377,5225694564,0.0,-1.56,41.61,27.36
177,300816,艾可蓝,35.51,6.38,2.13,104256,363790597.84,7.4,35.88,33.41,34.0,33.38,2.53,21.56,41.32,3.4,2840800000,1717483869,0.06,0.62,42.38,38.77
178,688071,华依科技,45.49,6.26,2.68,36501,159789966.0,8.5,45.65,42.01,42.4,42.81,1.06,4.3,-83.0,3.93,3857084545,3857084545,-0.13,0.2,64.05,68.79
179,837748,路桥信息,28.7,6.26,1.69,48901,141695309.27,21.29,32.0,26.25,26.6,27.01,2.18,7.84,69.14,6.83,2202438000,1789375403,-0.17,0.07,7.81,47.03
180,300889,爱克股份,16.34,6.24,0.96,76069,121847916.0,8.06,16.5,15.26,15.4,15.38,2.75,7.78,-27.04,1.67,2549040000,1596799948,-0.12,-0.18,8.36,18.49
181,300220,金运激光,18.3,6.21,1.07,248855,458777597.39,15.5,19.58,16.91,17.15,17.23,2.46,16.48,2029.16,45.43,2766960000,2763654068,-0.05,-0.11,5.66,32.8
182,300863,卡倍亿,46.24,6.18,2.69,135162,624331319.63,10.63,48.0,43.37,43.57,43.55,4.14,10.44,35.74,3.72,6240140714,5989090483,-0.02,-0.09,4.5,3.45
183,688167,炬光科技,77.01,6.15,4.46,74804,560165593.0,8.23,77.2,71.23,71.4,72.55,2.48,8.28,-41.0,3.28,6958881121,6958881121,0.0,-0.25,17.25,20.89
184,003019,宸展光电,35.07,6.14,2.03,106452,370849845.02,6.87,35.67,33.4,33.53,33.04,1.35,6.32,28.16,4.13,6125427798,5907653619,0.14,0.03,42.91,37.1
185,603499,翔港科技,27.4,6.08,1.57,73730,197025120.0,7.43,27.63,25.71,26.1,25.83,1.72,3.41,133.15,7.5,5922204490,5922204490,0.0,-0.54,-22.58,6.0
186,600212,绿能慧充,9.26,6.07,0.53,874233,811402646.0,9.51,9.6,8.77,8.81,8.73,1.74,16.98,-1503.34,11.51,6521514392,4767207392,0.0,-0.22,9.85,22.49
187,300311,任子行,8.4,6.06,0.48,2458396,2044238599.03,16.92,8.94,7.6,7.79,7.92,3.93,45.75,-47.83,9.03,5658493260,4514236381,0.0,-0.83,13.36,43.59
188,002851,麦格米特,57.82,6.01,3.28,489865,2812786384.91,8.38,59.37,54.8,54.88,54.54,1.81,10.73,57.55,5.46,31547629696,26393610403,-0.05,-0.21,41.02,-5.92
189,301539,宏鑫科技,20.8,5.96,1.17,90918,188652831.55,11.26,21.72,19.51,19.51,19.63,4.64,24.57,70.76,4.04,3078400000,769600000,0.0,0.05,0.39,12.37
190,000910,大亚圣象,7.84,5.95,0.44,265952,211109088.66,10.54,8.14,7.36,7.39,7.4,10.05,4.86,24.01,0.64,4291596400,4289397280,-0.13,-0.63,-6.56,-0.38
191,603179,新泉股份,49.74,5.92,2.78,163709,803689505.0,10.82,51.2,46.12,46.7,46.96,1.73,3.36,26.52,4.68,24238490813,24238490813,0.0,0.0,8.46,16.49
192,300391,长药控股,6.14,5.86,0.34,358014,217400879.11,9.14,6.29,5.76,5.8,5.8,1.36,10.22,-8.91,152.01,2151063728,2151063728,0.16,0.0,-10.63,21.83
193,000727,冠捷科技,3.12,5.76,0.17,5332066,1674358735.87,11.19,3.25,2.92,2.94,2.95,4.66,11.77,132.54,4.94,14132248978,14132248978,0.0,-0.64,2.97,12.23
194,002010,传化智联,5.52,5.75,0.3,1997658,1119918521.16,10.54,5.74,5.19,5.22,5.22,3.97,7.19,48.63,0.89,15389597204,15344411025,0.0,-0.18,10.62,21.85
195,300007,汉威科技,48.05,5.7,2.59,702462,3308702953.34,9.88,49.0,44.51,45.07,45.46,1.13,24.82,147.89,5.5,15733761993,13596925974,0.13,0.42,141.21,134.96
196,002034,旺能环境,16.96,5.67,0.91,204105,343022315.53,8.1,17.33,16.03,16.06,16.05,2.41,4.81,10.58,1.08,7228567646,7192039402,0.12,0.24,9.92,9.42
197,688097,博众精工,32.01,5.64,1.71,139692,435542128.0,9.47,32.48,29.61,30.03,30.3,1.62,3.15,35.87,3.18,14297194958,14200388715,0.03,-0.31,11.61,21.94
198,301498,乖宝宠物,93.49,5.59,4.95,28189,258935563.5,6.78,94.5,88.5,88.5,88.54,1.58,1.57,59.63,9.39,37400160305,16736759207,0.19,-0.05,39.73,19.37
199,301231,荣信文化,19.47,5.53,1.02,153285,305079721.42,16.64,21.5,18.43,18.5,18.45,5.75,28.44,-49.33,1.87,1643268000,1049433000,-0.26,0.0,-5.02,8.29
200,837006,晟楠科技,32.41,5.47,1.68,152818,500383740.83,20.21,35.79,29.58,30.3,30.73,1.39,44.56,-201.83,9.14,2926208152,1111399701,-0.28,-0.43,5.92,31.75
