序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1702,002884,凌霄泵业,17.55,0.11,0.02,34672.0,60839497.85,0.97,17.64,17.47,17.53,17.53,1.17,1.27,14.27,2.84,6277328033.0,4791678483.0,0.06,0.0,-2.5,-3.94
1703,300456,赛微电子,17.72,0.11,0.02,137891.0,246352488.0,3.11,18.1,17.55,17.87,17.7,0.59,2.32,-82.63,2.58,12974816734.0,10516759362.0,0.0,-0.06,-10.91,3.14
1704,301508,中机认检,35.92,0.11,0.04,38594.0,139808558.4,3.51,36.8,35.54,36.2,35.88,0.49,6.56,61.47,4.19,8120980384.0,2113403488.0,0.06,0.08,-3.65,5.65
1705,301311,昆船智能,18.15,0.11,0.02,21417.0,39209574.0,2.76,18.55,18.05,18.16,18.13,0.49,2.45,-523.21,2.38,4356000000.0,1583448961.0,0.06,0.0,-7.87,0.33
1706,002008,大族激光,27.23,0.11,0.03,278392.0,762188253.67,3.09,27.83,26.99,27.28,27.2,0.67,2.84,15.07,1.8,28651215390.0,26666801202.0,0.18,0.07,7.59,8.92
1707,000985,大庆华科,18.27,0.11,0.02,10369.0,19099939.0,2.41,18.62,18.18,18.53,18.25,0.61,0.8,57.06,3.86,2368513665.0,2368513665.0,0.0,-0.11,-6.55,-2.3
1708,002636,金安国纪,9.19,0.11,0.01,154387.0,142724430.35,3.81,9.4,9.05,9.18,9.18,0.63,2.13,50.46,1.95,6690320000.0,6656596532.0,0.0,0.22,13.32,18.73
1709,000876,新 希 望,9.57,0.1,0.01,385536.0,369889782.94,1.99,9.69,9.5,9.51,9.56,0.49,0.86,211.96,2.03,43313232861.0,43062003815.0,0.1,0.1,1.06,6.57
1710,002829,星网宇达,19.19,0.1,0.02,52061.0,100471093.8,2.92,19.59,19.03,19.24,19.17,0.42,3.64,-124.7,2.09,3987862271.0,2747139595.0,0.0,0.05,-17.32,1.21
1711,000721,西安饮食,9.73,0.1,0.01,598789.0,583576067.25,5.97,10.0,9.42,9.63,9.72,1.16,11.69,-47.25,16.77,5584186217.0,4985265797.0,0.1,0.62,-5.17,-2.31
