时间,成交价,手数,买卖盘性质
14:19:30,4.79,201,买盘
14:19:33,4.78,4,卖盘
14:19:39,4.78,3,卖盘
14:19:42,4.79,10,买盘
14:19:45,4.79,10,买盘
14:19:48,4.79,15,买盘
14:20:00,4.79,11,买盘
14:20:09,4.78,2,卖盘
14:20:24,4.78,1090,卖盘
14:20:27,4.78,75,卖盘
14:20:30,4.79,29,买盘
14:20:36,4.79,17,买盘
14:20:45,4.79,68,买盘
14:20:51,4.79,2,买盘
14:20:54,4.79,50,买盘
14:20:57,4.79,2,买盘
14:21:00,4.79,1,买盘
14:21:12,4.79,328,买盘
14:21:24,4.79,4,买盘
14:21:30,4.79,2,买盘
14:21:36,4.79,32,买盘
14:21:51,4.79,68,买盘
14:21:57,4.79,20,买盘
14:22:00,4.79,7,买盘
14:22:03,4.79,317,买盘
14:22:06,4.79,42,买盘
14:22:09,4.79,340,买盘
14:22:12,4.79,45,买盘
14:22:18,4.79,60,买盘
14:22:24,4.79,57,买盘
14:22:27,4.79,3,买盘
14:22:30,4.79,1,买盘
14:22:33,4.79,20,买盘
14:22:39,4.79,121,买盘
14:22:51,4.8,8,买盘
14:22:54,4.8,15,买盘
14:22:57,4.8,14,买盘
14:23:00,4.8,64,买盘
14:23:03,4.8,22,买盘
14:23:06,4.8,50,买盘
14:23:09,4.8,10,买盘
14:23:18,4.8,3,买盘
14:23:21,4.79,4,卖盘
14:23:30,4.8,26,买盘
14:23:48,4.8,4,买盘
14:23:51,4.8,5,买盘
14:23:54,4.79,1,卖盘
14:24:00,4.8,7,买盘
14:24:03,4.8,12,买盘
14:24:06,4.79,327,卖盘
14:24:09,4.79,10,卖盘
14:24:12,4.8,9,买盘
14:24:15,4.8,16,买盘
14:24:18,4.8,200,买盘
14:24:21,4.8,153,买盘
14:24:24,4.8,303,买盘
14:24:27,4.8,119,卖盘
14:24:30,4.8,106,买盘
14:24:33,4.8,25,买盘
14:24:36,4.8,42,买盘
14:24:39,4.8,10,买盘
14:24:45,4.8,94,买盘
14:24:48,4.8,28,卖盘
14:24:51,4.8,20,买盘
14:24:54,4.8,10,买盘
14:24:57,4.8,40,买盘
14:25:00,4.8,2,买盘
14:25:06,4.8,50,买盘
14:25:12,4.8,3,买盘
14:25:15,4.8,2,买盘
14:25:18,4.8,13,买盘
14:25:21,4.8,24,买盘
14:25:27,4.79,7,卖盘
14:25:30,4.8,246,买盘
14:25:33,4.8,5,买盘
14:25:42,4.8,4,买盘
14:25:45,4.8,19,买盘
14:25:48,4.8,10,买盘
14:25:51,4.8,36,买盘
14:25:54,4.8,9,买盘
14:25:57,4.79,15,卖盘
14:26:00,4.8,16,买盘
14:26:06,4.8,3,买盘
14:26:09,4.8,47,买盘
14:26:24,4.8,16,买盘
14:26:27,4.8,21,买盘
14:26:30,4.8,6,买盘
14:26:42,4.8,6,买盘
14:26:45,4.8,60,买盘
14:26:48,4.8,5,买盘
14:26:51,4.8,31,买盘
14:26:54,4.8,34,买盘
14:27:00,4.8,1,买盘
14:27:03,4.8,5,买盘
14:27:06,4.8,73,买盘
14:27:09,4.8,50,买盘
14:27:12,4.8,116,卖盘
14:27:15,4.79,1,卖盘
14:27:21,4.79,67,卖盘
14:27:24,4.8,3,买盘
14:27:30,4.8,2,买盘
14:27:33,4.8,29,买盘
14:27:36,4.8,21,买盘
14:27:39,4.8,8,买盘
14:27:42,4.8,33,卖盘
14:27:45,4.8,24,卖盘
14:27:48,4.8,35,卖盘
14:27:51,4.8,16,卖盘
14:27:54,4.8,4,卖盘
14:27:57,4.8,18,卖盘
14:28:00,4.81,2,买盘
14:28:09,4.81,36,买盘
14:28:15,4.8,184,卖盘
14:28:18,4.81,10,买盘
14:28:30,4.81,6,买盘
14:28:33,4.81,28,买盘
14:28:36,4.81,5,买盘
14:28:42,4.81,3,买盘
14:28:45,4.81,10,买盘
14:28:51,4.81,66,买盘
14:28:54,4.81,11,买盘
14:29:00,4.81,2,买盘
14:29:03,4.8,37,卖盘
14:29:09,4.81,10,买盘
14:29:15,4.81,10,买盘
14:29:21,4.8,12,卖盘
14:29:27,4.8,451,卖盘
14:29:30,4.81,6,买盘
14:29:33,4.8,2,卖盘
14:29:39,4.8,832,卖盘
14:29:42,4.8,116,卖盘
14:29:45,4.8,20,卖盘
14:29:48,4.8,7,卖盘
14:30:03,4.8,19,卖盘
14:30:06,4.8,1,卖盘
14:30:15,4.8,6,卖盘
14:30:18,4.81,8,买盘
14:30:21,4.8,17,卖盘
14:30:24,4.81,21,买盘
14:30:27,4.8,16,卖盘
14:30:30,4.8,157,卖盘
14:30:33,4.8,268,卖盘
14:30:36,4.8,207,卖盘
14:30:39,4.8,128,卖盘
14:30:42,4.8,3,卖盘
14:30:45,4.81,143,买盘
14:30:48,4.8,176,卖盘
14:30:51,4.81,23,买盘
14:30:54,4.81,15,买盘
14:31:00,4.8,47,卖盘
14:31:03,4.8,8,卖盘
14:31:06,4.8,3,卖盘
14:31:09,4.8,3,卖盘
14:31:12,4.81,65,买盘
14:31:21,4.8,28,卖盘
14:31:24,4.8,35,卖盘
14:31:27,4.8,135,卖盘
14:31:30,4.8,59,卖盘
14:31:42,4.8,24,卖盘
14:31:45,4.8,8,卖盘
14:31:51,4.8,20,卖盘
14:31:54,4.81,17,买盘
14:31:57,4.81,33,买盘
14:32:00,4.8,11,卖盘
14:32:15,4.8,1,卖盘
14:32:18,4.8,2,卖盘
14:32:21,4.81,11,买盘
14:32:33,4.81,5,买盘
14:32:36,4.8,38,卖盘
14:32:39,4.8,12,卖盘
14:32:45,4.8,13,卖盘
14:32:48,4.8,85,卖盘
14:32:57,4.81,1,买盘
14:33:00,4.8,20,卖盘
14:33:03,4.81,36,买盘
14:33:06,4.81,58,买盘
14:33:09,4.81,66,买盘
14:33:12,4.8,8,卖盘
14:33:15,4.8,2,卖盘
14:33:18,4.8,125,卖盘
14:33:21,4.8,164,卖盘
14:33:24,4.8,164,卖盘
14:33:27,4.8,26,卖盘
14:33:30,4.8,177,卖盘
14:33:36,4.8,267,卖盘
14:33:42,4.8,157,卖盘
14:33:45,4.8,61,卖盘
14:33:48,4.8,46,卖盘
14:33:51,4.8,306,卖盘
14:33:54,4.8,693,卖盘
14:33:57,4.79,55,卖盘
14:34:00,4.79,49,卖盘
14:34:03,4.79,1,卖盘
14:34:15,4.8,91,买盘
14:34:18,4.79,17,卖盘
14:34:21,4.79,37,卖盘
14:34:24,4.79,47,卖盘
14:34:27,4.79,3,卖盘
14:34:30,4.8,17,买盘
14:34:33,4.79,114,卖盘
14:34:36,4.79,161,卖盘
14:34:39,4.79,80,卖盘
14:34:42,4.79,85,卖盘
14:34:45,4.8,7,买盘
14:34:48,4.8,211,买盘
14:34:54,4.8,24,买盘
14:35:00,4.8,209,买盘
14:35:06,4.79,7,卖盘
14:35:12,4.8,25,买盘
14:35:18,4.8,3,买盘
14:35:21,4.8,85,买盘
14:35:24,4.8,18,买盘
14:35:30,4.8,11,买盘
14:35:36,4.8,41,买盘
14:35:39,4.8,4,买盘
14:35:42,4.8,10,买盘
14:35:48,4.8,10,买盘
14:35:54,4.8,15,买盘
14:35:57,4.8,41,买盘
14:36:00,4.79,60,卖盘
14:36:03,4.8,57,买盘
14:36:06,4.79,20,卖盘
14:36:09,4.8,2,买盘
14:36:12,4.79,164,卖盘
14:36:15,4.8,11,买盘
14:36:21,4.8,5,买盘
14:36:27,4.79,337,卖盘
14:36:30,4.79,57,卖盘
14:36:33,4.79,75,卖盘
14:36:36,4.79,23,卖盘
14:36:39,4.79,2,卖盘
14:36:42,4.79,51,卖盘
14:36:45,4.8,30,买盘
14:36:51,4.79,4,卖盘
14:36:57,4.8,1,买盘
14:37:00,4.79,64,卖盘
14:37:03,4.79,28,卖盘
14:37:06,4.79,13,卖盘
14:37:12,4.79,65,卖盘
14:37:15,4.79,47,卖盘
14:37:18,4.8,11,买盘
14:37:21,4.8,9,买盘
14:37:24,4.79,60,卖盘
14:37:27,4.8,16,买盘
14:37:33,4.79,1,卖盘
14:37:36,4.8,186,买盘
14:37:39,4.8,41,买盘
14:37:45,4.79,1,卖盘
14:37:51,4.79,16,卖盘
14:37:54,4.79,355,卖盘
14:37:57,4.8,66,买盘
14:38:00,4.79,98,卖盘
14:38:03,4.79,3,卖盘
14:38:06,4.8,41,买盘
14:38:09,4.79,30,卖盘
14:38:12,4.8,11,买盘
14:38:15,4.79,3,卖盘
14:38:18,4.79,95,卖盘
14:38:21,4.8,21,买盘
14:38:24,4.79,77,卖盘
14:38:27,4.79,2,卖盘
14:38:30,4.8,14,买盘
14:38:33,4.79,103,卖盘
14:38:36,4.79,32,卖盘
14:38:39,4.79,29,卖盘
14:38:42,4.79,19,卖盘
14:38:45,4.79,2,卖盘
14:38:48,4.79,6,卖盘
14:38:51,4.79,15,卖盘
14:38:54,4.79,44,卖盘
14:38:57,4.79,97,卖盘
14:39:00,4.79,25,卖盘
14:39:03,4.79,155,卖盘
14:39:06,4.79,50,卖盘
14:39:09,4.79,532,卖盘
14:39:12,4.8,7,买盘
14:39:15,4.79,50,卖盘
14:39:18,4.8,10,买盘
14:39:21,4.79,545,卖盘
14:39:27,4.79,1,卖盘
14:39:33,4.8,637,买盘
14:39:36,4.79,545,卖盘
14:39:39,4.79,139,卖盘
14:39:42,4.79,72,卖盘
14:39:45,4.78,319,卖盘
14:39:48,4.78,10,卖盘
14:39:51,4.79,45,买盘
14:39:54,4.78,9,卖盘
14:39:57,4.79,67,买盘
14:40:00,4.79,170,买盘
14:40:03,4.79,20,买盘
14:40:06,4.78,2,卖盘
14:40:09,4.78,114,卖盘
14:40:12,4.78,6,卖盘
14:40:15,4.78,108,卖盘
14:40:18,4.78,11,卖盘
14:40:21,4.78,11,卖盘
14:40:24,4.78,73,卖盘
14:40:27,4.79,42,买盘
14:40:30,4.79,48,买盘
14:40:36,4.79,12,买盘
14:40:39,4.78,19,卖盘
14:40:51,4.79,100,买盘
14:40:57,4.79,22,买盘
14:41:09,4.79,10,买盘
14:41:12,4.79,3,买盘
14:41:18,4.79,45,买盘
14:41:21,4.79,110,买盘
14:41:24,4.78,4,卖盘
14:41:30,4.79,2,买盘
14:41:33,4.79,53,买盘
14:41:36,4.78,2,卖盘
14:41:39,4.79,50,买盘
14:41:42,4.78,246,卖盘
14:41:48,4.78,191,卖盘
14:41:54,4.78,101,卖盘
14:41:57,4.78,24,卖盘
14:42:00,4.78,43,卖盘
14:42:03,4.78,236,卖盘
14:42:06,4.78,2,卖盘
14:42:09,4.78,8,卖盘
14:42:12,4.78,78,卖盘
14:42:15,4.78,16,卖盘
14:42:18,4.78,15,卖盘
14:42:21,4.78,5,卖盘
14:42:27,4.78,257,卖盘
14:42:30,4.78,9,卖盘
14:42:33,4.79,2,买盘
14:42:36,4.79,5,买盘
14:42:39,4.78,2,卖盘
14:42:42,4.78,40,卖盘
14:42:45,4.78,28,卖盘
14:42:51,4.79,528,买盘
14:42:54,4.78,10,卖盘
14:42:57,4.79,1571,买盘
14:43:00,4.79,28,卖盘
14:43:03,4.79,114,卖盘
14:43:06,4.79,91,卖盘
14:43:09,4.79,58,卖盘
14:43:12,4.79,2,卖盘
14:43:15,4.79,37,卖盘
14:43:18,4.79,2,卖盘
14:43:21,4.79,31,卖盘
14:43:24,4.79,10,卖盘
14:43:27,4.79,11,卖盘
14:43:36,4.79,1,卖盘
14:43:39,4.8,6,买盘
14:43:42,4.8,11,买盘
14:43:45,4.8,17,买盘
14:43:48,4.8,25,买盘
14:43:54,4.8,11,买盘
14:43:57,4.8,25,买盘
14:44:03,4.8,112,买盘
14:44:09,4.8,39,买盘
14:44:12,4.8,117,买盘
14:44:15,4.8,113,买盘
14:44:18,4.8,35,买盘
14:44:21,4.8,11,买盘
14:44:27,4.8,413,买盘
14:44:30,4.8,117,买盘
14:44:33,4.8,55,买盘
14:44:36,4.8,48,买盘
14:44:39,4.8,43,买盘
14:44:42,4.8,168,买盘
14:44:48,4.8,42,卖盘
14:44:51,4.81,43,买盘
14:45:00,4.8,58,卖盘
14:45:09,4.8,77,卖盘
14:45:12,4.8,12,卖盘
14:45:18,4.8,114,卖盘
14:45:27,4.8,480,卖盘
14:45:30,4.8,65,卖盘
14:45:33,4.8,54,买盘
14:45:39,4.8,49,买盘
14:45:42,4.8,5,买盘
14:45:45,4.8,38,买盘
14:45:48,4.8,25,买盘
14:46:00,4.8,15,买盘
14:46:03,4.8,3,买盘
14:46:06,4.8,84,买盘
14:46:18,4.8,12,卖盘
14:46:21,4.8,11,卖盘
14:46:24,4.8,15,卖盘
14:46:27,4.8,33,卖盘
14:46:30,4.8,14,卖盘
14:46:33,4.8,4,卖盘
14:46:36,4.8,8,卖盘
14:46:42,4.8,41,卖盘
14:46:45,4.81,30,买盘
14:46:48,4.8,4,卖盘
14:46:51,4.81,104,买盘
14:46:54,4.81,31,买盘
14:47:00,4.8,156,卖盘
14:47:03,4.81,1,买盘
14:47:06,4.81,12,买盘
14:47:09,4.8,5,卖盘
14:47:12,4.8,116,卖盘
14:47:15,4.8,4,卖盘
14:47:21,4.81,77,买盘
14:47:24,4.8,96,卖盘
14:47:30,4.8,84,卖盘
14:47:33,4.81,51,买盘
14:47:36,4.81,10,买盘
14:47:39,4.81,13,买盘
14:47:42,4.81,135,买盘
14:47:45,4.8,5,卖盘
14:47:48,4.81,330,买盘
14:47:51,4.81,38,卖盘
14:47:54,4.82,5,买盘
14:47:57,4.81,24,卖盘
14:48:00,4.82,5,买盘
14:48:03,4.81,38,卖盘
14:48:06,4.81,12,卖盘
14:48:09,4.81,65,卖盘
14:48:12,4.81,36,卖盘
14:48:18,4.81,16,卖盘
14:48:21,4.82,128,买盘
14:48:24,4.81,24,卖盘
14:48:27,4.81,172,卖盘
14:48:30,4.81,15,卖盘
14:48:33,4.82,80,买盘
14:48:36,4.81,1,卖盘
14:48:39,4.82,127,买盘
14:48:45,4.81,43,卖盘
14:48:48,4.82,9,买盘
14:48:51,4.82,55,买盘
14:48:57,4.82,67,买盘
14:49:00,4.82,100,买盘
14:49:03,4.82,182,买盘
14:49:06,4.82,7,买盘
14:49:12,4.82,1,买盘
14:49:18,4.82,135,买盘
14:49:21,4.82,15,买盘
14:49:24,4.81,31,卖盘
14:49:27,4.82,70,买盘
14:49:30,4.81,4,卖盘
14:49:33,4.81,1,卖盘
14:49:36,4.81,46,卖盘
14:49:39,4.82,178,买盘
14:49:42,4.81,45,卖盘
14:49:45,4.82,55,买盘
14:49:51,4.82,167,买盘
14:49:57,4.81,200,卖盘
14:50:00,4.82,95,买盘
14:50:03,4.82,1,买盘
14:50:06,4.82,10,买盘
14:50:12,4.81,34,卖盘
14:50:15,4.82,18,买盘
14:50:18,4.81,3,卖盘
14:50:24,4.81,6,卖盘
14:50:27,4.82,107,买盘
14:50:30,4.82,21,买盘
14:50:36,4.82,9,买盘
14:50:39,4.82,125,买盘
14:50:45,4.82,65,买盘
14:50:48,4.82,68,买盘
14:50:51,4.82,82,买盘
14:50:54,4.82,10,买盘
14:50:57,4.82,50,买盘
14:51:00,4.82,50,买盘
14:51:03,4.82,110,买盘
14:51:06,4.81,75,卖盘
14:51:09,4.82,295,买盘
14:51:12,4.82,214,买盘
14:51:15,4.82,29,卖盘
14:51:18,4.82,13,卖盘
14:51:21,4.82,51,卖盘
14:51:24,4.82,14,卖盘
14:51:30,4.83,52,买盘
14:51:33,4.83,191,买盘
14:51:36,4.83,14,买盘
14:51:42,4.83,679,买盘
14:51:45,4.83,70,买盘
14:51:48,4.83,9,买盘
14:51:51,4.82,142,卖盘
14:51:54,4.83,62,买盘
14:51:57,4.83,6,买盘
14:52:00,4.83,84,买盘
14:52:03,4.83,29,卖盘
14:52:06,4.84,50,买盘
14:52:09,4.83,92,卖盘
14:52:12,4.84,25,买盘
14:52:15,4.83,1,卖盘
14:52:18,4.83,9,卖盘
14:52:21,4.84,560,买盘
14:52:27,4.84,18,买盘
14:52:30,4.85,70,买盘
14:52:33,4.84,30,买盘
14:52:36,4.84,3,卖盘
14:52:39,4.84,60,卖盘
14:52:42,4.85,37,买盘
14:52:45,4.85,17,买盘
14:52:51,4.84,90,卖盘
14:52:54,4.85,19,买盘
14:52:57,4.85,563,买盘
14:53:00,4.85,98,卖盘
14:53:03,4.85,99,卖盘
14:53:06,4.85,1,卖盘
14:53:09,4.85,183,卖盘
14:53:12,4.86,20,买盘
14:53:15,4.86,57,买盘
14:53:18,4.86,76,买盘
14:53:21,4.86,238,买盘
14:53:24,4.87,8,买盘
14:53:27,4.87,153,买盘
14:53:30,4.86,40,卖盘
14:53:33,4.86,170,卖盘
14:53:36,4.86,669,买盘
14:53:39,4.86,200,买盘
14:53:42,4.86,320,卖盘
14:53:45,4.86,114,买盘
14:53:48,4.86,47,买盘
14:53:51,4.85,2,卖盘
14:53:54,4.85,214,卖盘
14:53:57,4.85,76,卖盘
14:54:00,4.85,53,卖盘
14:54:03,4.85,607,卖盘
14:54:06,4.84,148,卖盘
14:54:09,4.84,155,卖盘
14:54:12,4.84,188,卖盘
14:54:15,4.84,92,卖盘
14:54:18,4.84,40,卖盘
14:54:21,4.85,6,买盘
14:54:24,4.84,26,卖盘
14:54:27,4.84,68,卖盘
14:54:30,4.84,46,卖盘
14:54:33,4.84,491,卖盘
14:54:36,4.84,187,卖盘
14:54:39,4.84,47,卖盘
14:54:42,4.84,319,卖盘
14:54:45,4.83,33,卖盘
14:54:48,4.84,1,买盘
14:54:51,4.84,10,买盘
14:54:54,4.84,34,买盘
14:54:57,4.83,20,卖盘
14:55:00,4.84,922,买盘
14:55:03,4.84,194,买盘
14:55:06,4.84,97,买盘
14:55:09,4.84,106,卖盘
14:55:12,4.84,34,卖盘
14:55:15,4.83,28,买盘
14:55:18,4.83,1,买盘
14:55:21,4.82,112,卖盘
14:55:24,4.83,12,买盘
14:55:27,4.83,27,买盘
14:55:30,4.83,151,买盘
14:55:33,4.82,17,卖盘
14:55:36,4.82,6,卖盘
14:55:45,4.82,11,卖盘
14:55:48,4.83,142,买盘
14:55:51,4.82,22,卖盘
14:55:54,4.82,20,卖盘
14:55:57,4.82,38,卖盘
14:56:00,4.82,573,卖盘
14:56:03,4.83,91,买盘
14:56:06,4.83,49,买盘
14:56:09,4.83,133,买盘
14:56:12,4.83,21,买盘
14:56:15,4.83,70,买盘
14:56:18,4.83,154,买盘
14:56:21,4.83,92,买盘
14:56:27,4.83,72,买盘
14:56:30,4.83,29,买盘
14:56:33,4.82,99,卖盘
14:56:36,4.82,50,卖盘
14:56:39,4.83,117,买盘
14:56:42,4.83,160,买盘
14:56:45,4.83,38,买盘
14:56:48,4.83,12,卖盘
14:56:54,4.83,20,卖盘
14:56:57,4.84,253,买盘
14:57:00,4.84,130,买盘
15:00:00,4.84,3340,卖盘
