时间,成交价,手数,买卖盘性质
10:18:39,4.92,265,买盘
10:18:42,4.92,486,买盘
10:18:45,4.89,213,卖盘
10:18:48,4.93,300,买盘
10:18:51,4.91,511,卖盘
10:18:54,4.9,32,卖盘
10:18:57,4.9,413,卖盘
10:19:00,4.9,10,买盘
10:19:03,4.89,54,买盘
10:19:06,4.88,30,卖盘
10:19:12,4.89,42,买盘
10:19:15,4.88,452,卖盘
10:19:18,4.88,9,买盘
10:19:21,4.87,54,卖盘
10:19:24,4.87,4,卖盘
10:19:27,4.88,199,买盘
10:19:30,4.88,27,买盘
10:19:33,4.88,100,买盘
10:19:36,4.89,198,买盘
10:19:39,4.89,304,买盘
10:19:42,4.88,31,卖盘
10:19:45,4.9,20,买盘
10:19:48,4.9,300,买盘
10:19:51,4.9,62,买盘
10:19:54,4.89,24,卖盘
10:19:57,4.9,471,买盘
10:20:00,4.91,832,买盘
10:20:03,4.91,290,买盘
10:20:06,4.91,55,卖盘
10:20:09,4.92,102,买盘
10:20:12,4.91,1,卖盘
10:20:15,4.91,348,卖盘
10:20:18,4.91,30,买盘
10:20:21,4.9,211,卖盘
10:20:24,4.91,1331,买盘
10:20:27,4.9,453,卖盘
10:20:30,4.9,134,买盘
10:20:33,4.91,412,买盘
10:20:36,4.9,202,卖盘
10:20:39,4.92,387,买盘
10:20:42,4.91,399,买盘
10:20:45,4.93,407,买盘
10:20:48,4.92,111,卖盘
10:20:51,4.92,22,卖盘
10:20:54,4.92,54,卖盘
10:20:57,4.92,186,卖盘
10:21:00,4.92,22,买盘
10:21:03,4.92,276,买盘
10:21:06,4.92,222,买盘
10:21:09,4.92,61,买盘
10:21:12,4.91,76,卖盘
10:21:15,4.91,56,卖盘
10:21:18,4.91,19,卖盘
10:21:21,4.91,548,卖盘
10:21:24,4.91,165,买盘
10:21:27,4.91,46,买盘
10:21:30,4.91,10,买盘
10:21:33,4.9,127,卖盘
10:21:36,4.9,63,卖盘
10:21:39,4.9,44,卖盘
10:21:42,4.9,328,卖盘
10:21:45,4.9,411,买盘
10:21:48,4.9,20,卖盘
10:21:51,4.91,338,买盘
10:21:54,4.9,272,卖盘
10:21:57,4.89,79,卖盘
10:22:00,4.9,565,买盘
10:22:03,4.9,195,买盘
10:22:06,4.9,54,买盘
10:22:09,4.89,166,卖盘
10:22:12,4.89,62,卖盘
10:22:15,4.89,10,卖盘
10:22:18,4.89,40,卖盘
10:22:21,4.9,189,买盘
10:22:27,4.9,35,买盘
10:22:30,4.89,126,卖盘
10:22:36,4.9,159,买盘
10:22:39,4.89,88,卖盘
10:22:42,4.89,9,卖盘
10:22:45,4.9,20,买盘
10:22:48,4.89,96,卖盘
10:22:51,4.9,225,买盘
10:22:54,4.89,194,卖盘
10:22:57,4.89,6,买盘
10:23:03,4.88,107,卖盘
10:23:06,4.89,2,买盘
10:23:09,4.88,99,卖盘
10:23:12,4.88,972,卖盘
10:23:15,4.88,103,卖盘
10:23:18,4.88,31,卖盘
10:23:21,4.88,37,卖盘
10:23:24,4.88,4,卖盘
10:23:30,4.88,40,买盘
10:23:33,4.88,199,买盘
10:23:36,4.88,23,买盘
10:23:39,4.88,400,买盘
10:23:42,4.88,28,买盘
10:23:51,4.87,3,卖盘
10:23:54,4.88,24,买盘
10:23:57,4.87,5,卖盘
10:24:00,4.87,10,卖盘
10:24:03,4.88,1,买盘
10:24:06,4.87,13,卖盘
10:24:12,4.88,140,买盘
10:24:15,4.87,66,卖盘
10:24:24,4.88,70,买盘
10:24:27,4.87,105,卖盘
10:24:30,4.86,103,卖盘
10:24:33,4.87,56,买盘
10:24:36,4.86,54,卖盘
10:24:39,4.87,2,买盘
10:24:42,4.85,600,卖盘
10:24:45,4.86,13,买盘
10:24:48,4.86,42,买盘
10:24:57,4.86,60,卖盘
10:25:03,4.87,44,买盘
10:25:06,4.86,165,卖盘
10:25:09,4.86,98,买盘
10:25:12,4.86,10,买盘
10:25:15,4.86,3,买盘
10:25:18,4.86,232,买盘
10:25:21,4.89,2422,买盘
10:25:24,4.93,4212,买盘
10:25:27,4.93,57,买盘
10:25:30,4.91,34,卖盘
10:25:33,4.91,260,卖盘
10:25:36,4.9,261,卖盘
10:25:39,4.9,468,卖盘
10:25:42,4.9,35,卖盘
10:25:45,4.91,37,买盘
10:25:48,4.9,10,卖盘
10:25:51,4.9,26,卖盘
10:25:54,4.91,6,买盘
10:25:57,4.91,249,买盘
10:26:00,4.9,70,卖盘
10:26:03,4.9,657,卖盘
10:26:06,4.9,110,卖盘
10:26:09,4.9,12,买盘
10:26:12,4.9,11,买盘
10:26:15,4.89,29,卖盘
10:26:18,4.9,3030,买盘
10:26:21,4.9,2,买盘
10:26:24,4.95,6005,买盘
10:26:27,4.91,377,卖盘
10:26:30,4.96,2368,买盘
10:26:33,4.97,1376,买盘
10:26:36,4.98,6409,买盘
10:26:39,5.0,1137,买盘
10:26:42,5.0,532,买盘
10:26:45,4.99,1617,卖盘
10:26:48,4.99,930,买盘
10:26:51,4.99,891,买盘
10:26:54,4.99,200,买盘
10:26:57,4.98,1569,买盘
10:27:00,4.97,352,卖盘
10:27:03,4.97,400,卖盘
10:27:06,4.95,192,卖盘
10:27:09,4.95,36,买盘
10:27:12,4.95,144,买盘
10:27:15,4.95,36,卖盘
10:27:18,4.95,369,卖盘
10:27:21,4.95,444,买盘
10:27:24,4.95,192,买盘
10:27:27,4.94,276,卖盘
10:27:30,4.94,273,买盘
10:27:33,4.94,15,买盘
10:27:36,4.94,373,买盘
10:27:39,4.94,129,买盘
10:27:42,4.95,173,买盘
10:27:45,4.95,85,卖盘
10:27:48,4.96,287,买盘
10:27:51,4.96,349,卖盘
10:27:54,4.96,319,卖盘
10:27:57,4.97,100,买盘
10:28:00,4.97,163,卖盘
10:28:03,4.97,90,买盘
10:28:06,4.96,560,卖盘
10:28:09,4.95,150,卖盘
10:28:12,4.95,438,卖盘
10:28:15,4.96,358,买盘
10:28:18,4.96,87,买盘
10:28:21,4.96,2,买盘
10:28:24,4.96,81,买盘
10:28:27,4.96,248,买盘
10:28:30,4.95,115,卖盘
10:28:33,4.95,40,卖盘
10:28:36,4.95,45,卖盘
10:28:39,4.95,157,买盘
10:28:42,4.95,34,卖盘
10:28:45,4.94,297,卖盘
10:28:48,4.95,14,买盘
10:28:51,4.94,8,卖盘
10:28:54,4.95,47,买盘
10:28:57,4.94,125,卖盘
10:29:00,4.94,4,买盘
10:29:06,4.93,133,卖盘
10:29:09,4.93,8,卖盘
10:29:12,4.93,18,卖盘
10:29:15,4.93,29,买盘
10:29:18,4.93,30,买盘
10:29:21,4.92,214,卖盘
10:29:24,4.91,508,卖盘
10:29:27,4.91,45,买盘
10:29:33,4.91,111,买盘
10:29:36,4.92,215,买盘
10:29:39,4.94,929,买盘
10:29:42,4.95,2370,买盘
10:29:45,4.94,75,卖盘
10:29:48,4.95,11,买盘
10:29:51,4.95,51,买盘
10:29:54,4.95,2,买盘
10:29:57,4.94,1026,卖盘
10:30:00,4.94,234,买盘
10:30:03,4.93,181,卖盘
10:30:06,4.93,60,买盘
10:30:09,4.93,56,买盘
10:30:12,4.93,39,买盘
10:30:15,4.93,8,买盘
10:30:18,4.93,17,卖盘
10:30:21,4.93,84,卖盘
10:30:24,4.93,43,买盘
10:30:27,4.92,1795,卖盘
10:30:30,4.91,18,卖盘
10:30:33,4.91,7,卖盘
10:30:36,4.92,6,买盘
10:30:39,4.92,4,买盘
10:30:42,4.92,236,买盘
10:30:45,4.93,989,买盘
10:30:48,4.94,5,买盘
10:30:51,4.93,77,卖盘
10:30:54,4.93,166,买盘
10:30:57,4.94,42,买盘
10:31:03,4.93,42,卖盘
10:31:12,4.93,18,卖盘
10:31:15,4.93,26,卖盘
10:31:18,4.93,8,卖盘
10:31:21,4.93,375,卖盘
10:31:24,4.93,42,卖盘
10:31:30,4.93,1,买盘
10:31:33,4.93,19,买盘
10:31:36,4.93,93,买盘
10:31:39,4.93,13,买盘
10:31:42,4.93,5,买盘
10:31:45,4.92,111,卖盘
10:31:48,4.93,55,买盘
10:31:51,4.92,117,卖盘
10:31:54,4.92,15,卖盘
10:31:57,4.92,147,卖盘
10:32:00,4.92,216,卖盘
10:32:03,4.93,399,买盘
10:32:06,4.92,68,卖盘
10:32:09,4.92,207,卖盘
10:32:12,4.92,123,卖盘
10:32:15,4.92,9,卖盘
10:32:18,4.92,10,卖盘
10:32:33,4.92,48,卖盘
10:32:36,4.92,490,卖盘
10:32:39,4.92,48,卖盘
10:32:42,4.93,19,买盘
10:32:48,4.93,107,买盘
10:32:51,4.93,5,买盘
10:32:54,4.93,4,买盘
10:32:57,4.93,60,买盘
10:33:00,4.93,250,买盘
10:33:03,4.92,20,卖盘
10:33:09,4.92,205,卖盘
10:33:12,4.92,69,卖盘
10:33:15,4.93,136,买盘
10:33:21,4.93,131,买盘
10:33:24,4.92,100,卖盘
10:33:27,4.93,268,买盘
10:33:30,4.93,241,买盘
10:33:33,4.93,233,买盘
10:33:36,4.93,459,买盘
10:33:39,4.93,121,买盘
10:33:42,4.93,1394,买盘
10:33:45,4.94,1528,买盘
10:33:48,4.96,1002,买盘
10:33:51,4.97,278,买盘
10:33:54,4.97,124,买盘
10:33:57,4.96,293,卖盘
10:34:00,4.96,895,卖盘
10:34:03,4.96,94,买盘
10:34:06,4.96,138,买盘
10:34:09,4.96,244,卖盘
10:34:12,4.97,1054,买盘
10:34:15,4.98,237,买盘
10:34:18,4.97,15,买盘
10:34:21,4.98,225,买盘
10:34:24,4.98,36,买盘
10:34:27,4.98,98,买盘
10:34:30,4.97,14,卖盘
10:34:33,4.97,404,卖盘
10:34:36,4.98,587,买盘
10:34:42,4.97,19,买盘
10:34:45,4.97,220,买盘
10:34:48,4.96,242,卖盘
10:34:51,4.96,245,卖盘
10:34:54,4.98,230,买盘
10:34:57,4.98,220,买盘
10:35:00,4.98,113,买盘
10:35:03,4.97,1,卖盘
10:35:06,4.97,31,卖盘
10:35:09,4.97,65,买盘
10:35:12,4.97,44,买盘
10:35:15,4.98,683,买盘
10:35:18,4.96,3,卖盘
10:35:21,4.96,211,卖盘
10:35:24,4.96,32,卖盘
10:35:27,4.97,439,买盘
10:35:30,4.95,167,卖盘
10:35:33,4.98,237,买盘
10:35:36,4.98,110,买盘
10:35:39,4.96,248,卖盘
10:35:42,4.98,181,买盘
10:35:45,4.98,802,买盘
10:35:48,4.98,110,买盘
10:35:51,4.98,122,买盘
10:35:57,4.98,238,买盘
10:36:00,4.98,140,买盘
10:36:03,4.98,89,买盘
10:36:06,4.98,161,买盘
10:36:09,4.98,44,买盘
10:36:12,4.98,213,买盘
10:36:15,4.98,147,买盘
10:36:18,4.99,166,买盘
10:36:21,4.98,337,卖盘
10:36:24,4.98,97,买盘
10:36:27,4.98,11,卖盘
10:36:30,4.99,37,买盘
10:36:33,4.99,859,买盘
10:36:36,4.99,222,买盘
10:36:39,4.98,84,卖盘
10:36:42,4.99,22,买盘
10:36:45,4.98,7,卖盘
10:36:48,4.99,111,买盘
10:36:51,4.98,121,卖盘
10:36:54,4.98,481,卖盘
10:36:57,4.99,23,买盘
10:37:00,4.98,101,卖盘
10:37:03,4.99,93,买盘
10:37:06,4.98,45,卖盘
10:37:09,4.98,154,卖盘
10:37:12,4.99,35,买盘
10:37:15,4.98,130,卖盘
10:37:18,4.99,169,买盘
10:37:21,4.98,1,卖盘
10:37:24,4.99,7,买盘
10:37:27,4.98,8,卖盘
10:37:30,4.98,252,卖盘
10:37:33,4.98,262,卖盘
10:37:36,4.99,86,买盘
10:37:39,4.98,165,卖盘
10:37:42,4.99,308,买盘
10:37:45,4.98,46,卖盘
10:37:48,4.98,37,卖盘
10:37:51,4.98,50,买盘
10:37:54,4.98,10,买盘
10:38:00,4.98,50,买盘
10:38:03,4.98,26,买盘
10:38:06,4.97,88,卖盘
10:38:09,4.98,13,买盘
10:38:12,4.97,105,卖盘
10:38:15,4.97,628,卖盘
10:38:18,4.96,12,卖盘
10:38:27,4.96,39,买盘
10:38:30,4.95,186,卖盘
10:38:33,4.95,59,卖盘
10:38:36,4.95,31,卖盘
10:38:39,4.95,44,卖盘
10:38:42,4.95,238,卖盘
10:38:51,4.95,33,卖盘
10:38:54,4.95,5,卖盘
10:39:03,4.96,11,买盘
10:39:09,4.96,1,买盘
10:39:12,4.96,21,买盘
10:39:15,4.95,204,卖盘
10:39:18,4.96,111,买盘
10:39:21,4.96,9,买盘
10:39:24,4.96,5,买盘
10:39:27,4.96,18,买盘
10:39:30,4.96,4,买盘
10:39:33,4.96,38,买盘
10:39:42,4.96,5,买盘
10:39:45,4.96,38,买盘
10:39:48,4.95,341,卖盘
10:39:51,4.96,202,买盘
10:39:54,4.95,51,卖盘
10:39:57,4.96,22,买盘
10:40:00,4.95,34,卖盘
10:40:03,4.95,10,卖盘
10:40:06,4.95,23,卖盘
10:40:15,4.94,80,卖盘
10:40:18,4.95,7,买盘
10:40:21,4.94,21,卖盘
10:40:24,4.94,21,卖盘
10:40:27,4.94,483,卖盘
10:40:30,4.95,123,买盘
10:40:33,4.95,15,买盘
10:40:36,4.95,6,买盘
10:40:45,4.95,2,买盘
10:40:48,4.95,199,买盘
10:40:51,4.95,39,买盘
10:40:54,4.95,258,买盘
10:40:57,4.95,23,买盘
10:41:00,4.95,17,买盘
10:41:03,4.95,7,买盘
10:41:06,4.95,20,买盘
10:41:12,4.95,25,买盘
10:41:18,4.95,43,买盘
10:41:21,4.94,119,卖盘
10:41:24,4.95,16,买盘
10:41:27,4.95,80,买盘
10:41:30,4.94,12,卖盘
10:41:33,4.95,12,买盘
10:41:36,4.95,10,买盘
10:41:39,4.94,207,卖盘
10:41:45,4.95,19,买盘
10:41:48,4.94,5,卖盘
10:41:51,4.95,71,买盘
10:41:54,4.96,328,买盘
10:41:57,4.96,804,买盘
10:42:00,4.97,188,买盘
10:42:03,5.0,1847,买盘
10:42:06,5.0,3862,买盘
10:42:09,5.01,424,买盘
10:42:12,5.03,1336,买盘
10:42:15,5.03,479,卖盘
10:42:18,5.02,332,卖盘
10:42:21,5.03,321,买盘
10:42:24,5.01,394,卖盘
10:42:27,5.0,242,卖盘
10:42:30,5.03,104,买盘
10:42:33,5.02,81,卖盘
10:42:36,5.0,96,卖盘
10:42:39,5.0,10,买盘
10:42:42,5.0,159,买盘
10:42:45,5.0,115,卖盘
10:42:48,5.0,305,卖盘
10:42:51,5.0,157,买盘
10:42:54,5.0,86,买盘
10:42:57,5.02,100,买盘
10:43:00,5.02,144,买盘
10:43:03,5.02,853,买盘
10:43:06,5.01,217,卖盘
10:43:09,5.0,5,卖盘
10:43:12,5.0,14,买盘
10:43:15,5.0,58,买盘
10:43:18,5.0,101,买盘
10:43:21,5.0,10,买盘
10:43:24,5.0,12,买盘
10:43:27,5.0,534,买盘
10:43:30,5.0,39,买盘
10:43:33,5.0,25,买盘
10:43:36,5.0,7,买盘
10:43:39,5.0,35,买盘
10:43:42,5.0,30,买盘
10:43:45,4.99,56,卖盘
10:43:48,5.0,620,买盘
10:43:51,5.0,10,卖盘
10:43:54,5.0,290,卖盘
10:43:57,5.0,33,买盘
10:44:00,5.0,9,买盘
10:44:03,5.0,10,买盘
10:44:06,5.0,2,买盘
10:44:12,4.99,1253,卖盘
10:44:15,4.99,93,买盘
10:44:18,4.99,36,买盘
10:44:21,4.99,64,买盘
10:44:24,4.97,442,卖盘
10:44:27,4.99,1787,买盘
10:44:30,4.99,226,买盘
10:44:33,4.99,50,卖盘
10:44:36,5.0,469,买盘
10:44:42,5.0,150,卖盘
10:44:45,4.99,168,卖盘
10:44:54,5.01,16,买盘
10:44:57,5.0,1,卖盘
10:45:00,5.01,49,买盘
10:45:03,5.0,132,卖盘
10:45:06,5.0,139,买盘
10:45:09,5.0,55,买盘
10:45:12,5.0,27,买盘
10:45:15,5.0,179,买盘
10:45:18,5.0,302,买盘
10:45:21,5.0,56,买盘
10:45:24,5.0,310,买盘
10:45:27,5.0,503,买盘
10:45:30,5.0,38,买盘
10:45:33,4.99,26,卖盘
10:45:36,5.0,367,买盘
10:45:39,4.99,1,卖盘
10:45:42,4.99,20,卖盘
10:45:51,5.0,42,买盘
10:45:54,4.99,502,卖盘
10:45:57,4.98,79,卖盘
10:46:00,4.99,2,买盘
10:46:03,4.99,34,买盘
10:46:06,4.99,2,买盘
10:46:09,4.99,93,买盘
10:46:12,4.99,68,买盘
10:46:15,4.99,48,买盘
10:46:21,4.98,10,卖盘
10:46:24,4.98,2,卖盘
10:46:27,4.98,24,卖盘
10:46:30,4.98,101,卖盘
10:46:33,4.98,45,卖盘
10:46:36,4.97,77,卖盘
10:46:39,4.98,128,买盘
10:46:42,4.98,274,卖盘
10:46:45,4.98,5,卖盘
10:46:48,5.0,319,买盘
10:46:51,4.99,92,卖盘
10:46:54,4.99,118,买盘
10:46:57,5.0,203,买盘
10:47:03,5.0,111,买盘
10:47:06,5.01,811,买盘
10:47:09,5.02,193,买盘
10:47:12,5.03,282,买盘
10:47:15,5.02,26,卖盘
10:47:18,5.02,264,买盘
10:47:21,5.03,61,买盘
10:47:24,5.02,103,卖盘
10:47:27,5.03,155,买盘
10:47:30,5.03,5,买盘
10:47:33,5.02,284,卖盘
10:47:36,5.02,10,买盘
10:47:39,5.02,21,买盘
10:47:42,5.01,133,卖盘
10:47:45,5.02,134,买盘
10:47:48,5.02,224,买盘
10:47:51,5.03,120,买盘
10:47:54,5.02,150,买盘
10:47:57,5.02,67,买盘
10:48:00,5.02,44,买盘
10:48:03,5.02,59,买盘
10:48:06,5.02,48,买盘
10:48:09,5.01,20,卖盘
10:48:12,5.02,12,买盘
10:48:18,5.01,236,卖盘
10:48:21,5.01,67,卖盘
10:48:24,5.0,40,卖盘
10:48:30,5.0,50,卖盘
10:48:33,5.02,334,买盘
10:48:36,5.02,110,买盘
10:48:42,5.01,26,卖盘
10:48:45,5.02,313,买盘
10:48:48,5.02,110,买盘
10:48:51,5.01,54,卖盘
10:48:54,5.02,181,买盘
10:48:57,5.02,1,买盘
10:49:00,5.03,491,买盘
10:49:06,5.03,17,买盘
